API14,Well Name,Well Number,County,DI Play,Production Type,Spud Date,Year,Operator Company Name,DI Lateral Length
42329396510000,SHACKELFORD E,3305H,MIDLAND (TX),MIDLAND,OIL,9/26/2016,2016,PIONEER NATURAL RESOURCES,9758
42329396450000,"HUTT, DONALD L. FEE",1603H,MIDLAND (TX),MIDLAND,OIL,11/24/2014,2014,PIONEER NATURAL RESOURCES,4740
42329396370000,"HUTT, DONALD L. FEE",1601H,MIDLAND (TX),MIDLAND,OIL,12/25/2014,2014,PIONEER NATURAL RESOURCES,4775
42329396360000,JOHN BRAUN A UNIT 1,0104BH,MIDLAND (TX),MIDLAND,OIL,6/5/2015,2015,EXXON MOBIL,7707
42329396350000,JOHN BRAUN A UNIT 1,0103BH,MIDLAND (TX),MIDLAND,OIL,1/30/2015,2015,EXXON MOBIL,7703
42329396340000,JOHN BRAUN A UNIT 1,0102BH,MIDLAND (TX),MIDLAND,OIL,6/17/2015,2015,EXXON MOBIL,7683
42329396320000,LHS RANCH,1616AH,MIDLAND (TX),MIDLAND,OIL,7/12/2016,2016,EXXON MOBIL,10113
42329396310000,LHS RANCH,1607BH,MIDLAND (TX),MIDLAND,OIL,10/22/2015,2015,EXXON MOBIL,10142
42329396300000,LHS RANCH,1606BH,MIDLAND (TX),MIDLAND,OIL,8/17/2016,2016,EXXON MOBIL,10452
42329396290000,LHS RANCH,1605BH,MIDLAND (TX),MIDLAND,OIL,2/12/2015,2015,EXXON MOBIL,10304
42329396230000,PARKS FIELD UNIT 2,1856H,MIDLAND (TX),MIDLAND,OIL,10/15/2014,2014,CONOCOPHILLIPS,7842
42329396150000,BRADFORD TRUST A UNIT 3,1504BH,MIDLAND (TX),MIDLAND,OIL,9/20/2017,2017,EXXON MOBIL,7654
42329396070000,BRADFORD TRUST A UNIT 3,1501BH,MIDLAND (TX),MIDLAND,OIL,9/28/2014,2014,EXXON MOBIL,7653
42329396000000,BRADFORD TRUST A UNIT 3,1503BH,MIDLAND (TX),MIDLAND,OIL,3/21/2015,2015,EXXON MOBIL,7603
42329395930000,WINDHAM 11BB,12H,MIDLAND (TX),MIDLAND,OIL,2/3/2015,2015,OVINTIV INC.,7924
42329395910000,TXL 11 UNIT 1,0203BH,MIDLAND (TX),MIDLAND,OIL,3/31/2015,2015,EXXON MOBIL,7550
42329395900000,TXL 11 UNIT 1,0202BH,MIDLAND (TX),MIDLAND,OIL,10/26/2014,2014,EXXON MOBIL,7658
42329395800000,KEYSTONE,1004MS,MIDLAND (TX),MIDLAND,OIL,12/7/2014,2014,CONOCOPHILLIPS,10080
42329395780000,KEYSTONE,1004LS,MIDLAND (TX),MIDLAND,OIL,12/10/2014,2014,CONOCOPHILLIPS,9540
42329395740000,LHS RANCH,1618AH,MIDLAND (TX),MIDLAND,OIL,5/15/2016,2016,EXXON MOBIL,10414
42329395700000,LHS RANCH,1608BH,MIDLAND (TX),MIDLAND,OIL,6/22/2016,2016,EXXON MOBIL,10413
42329395650000,SHACKELFORD,3212H,MIDLAND (TX),MIDLAND,OIL,10/17/2014,2014,PIONEER NATURAL RESOURCES,9730
42329395620000,DORA ROBERTS RANCH UNIT,2820H,MIDLAND (TX),MIDLAND,OIL,1/5/2015,2015,OCCIDENTAL PETROLEUM,9406
42329395520000,WINDHAM 11XX,10H,MIDLAND (TX),MIDLAND,OIL,12/3/2014,2014,OVINTIV INC.,7688
42329395480000,LILLIE MIDKIFF 5,1RH,MIDLAND (TX),MIDLAND,OIL,7/18/2014,2014,EXXON MOBIL,4983
42329395440000,FRANK MIDKIFF 35,3RH,MIDLAND (TX),MIDLAND,OIL,7/15/2014,2014,EXXON MOBIL,4419
42329395400000,MIDLAND 'AC/AF' FEE 1,2HD,MIDLAND (TX),MIDLAND,OIL,9/24/2014,2014,CHEVRON,4132
42329395370000,MIDLAND 'AC/AF' FEE 1,1HB,MIDLAND (TX),MIDLAND,OIL,9/24/2014,2014,CHEVRON,7356
42329395350000,PEGASUS FIELD UNIT 3,226H,MIDLAND (TX),MIDLAND,OIL,2/1/2015,2015,CONOCOPHILLIPS,7076
42329395320000,JOHN BRAUN B UNIT 1,0703BH,MIDLAND (TX),MIDLAND,OIL,9/2/2014,2014,EXXON MOBIL,5068
42329395200000,ST W,4301LS,MIDLAND (TX),MIDLAND,OIL,9/12/2014,2014,DIAMONDBACK ENERGY,7617
42329395190000,ST W,4306LS,MIDLAND (TX),MIDLAND,OIL,2/21/2016,2016,DIAMONDBACK ENERGY,7777
42329395050000,ST-ST S E,4401WA,MIDLAND (TX),MIDLAND,OIL,7/6/2015,2015,DIAMONDBACK ENERGY,11116
42329395040000,ST-ST S F,4402WA,MIDLAND (TX),MIDLAND,OIL,7/6/2015,2015,DIAMONDBACK ENERGY,10754
42329395020000,ST W,4302LS,MIDLAND (TX),MIDLAND,OIL,9/13/2014,2014,DIAMONDBACK ENERGY,7662
42329394940000,DAVIDSON 37A,9HR,MIDLAND (TX),MIDLAND,OIL,6/16/2014,2014,OVINTIV INC.,7592
42329394860000,SHACKELFORD,3202H,MIDLAND (TX),MIDLAND,OIL,9/5/2014,2014,PIONEER NATURAL RESOURCES,9777
42329394850000,SHACKELFORD,3201H,MIDLAND (TX),MIDLAND,OIL,7/21/2014,2014,PIONEER NATURAL RESOURCES,9806
42329394840000,GRIDIRON,S018WB,MIDLAND (TX),MIDLAND,OIL,7/29/2014,2014,DIAMONDBACK ENERGY,9166
42329394800000,RAB DAVIDSON 27A,17HM,MIDLAND (TX),MIDLAND,OIL,9/19/2014,2014,OVINTIV INC.,7618
42329394660000,ST,4108H,MIDLAND (TX),MIDLAND,OIL,8/13/2014,2014,DIAMONDBACK ENERGY,4978
42329394630000,ST W,703LS,MIDLAND (TX),MIDLAND,OIL,1/20/2015,2015,DIAMONDBACK ENERGY,7921
42329394490000,"PARKS, ROY",99H,MIDLAND (TX),MIDLAND,OIL,12/9/2014,2014,CONOCOPHILLIPS,8181
42329394470000,SARAH ANN,3813LS,MIDLAND (TX),MIDLAND,OIL,7/23/2014,2014,CONOCOPHILLIPS,4735
42329394440000,ST W,702LS,MIDLAND (TX),MIDLAND,OIL,8/3/2014,2014,DIAMONDBACK ENERGY,7291
42329394170000,ST-ST S C,4406H,MIDLAND (TX),MIDLAND,OIL,9/9/2014,2014,DIAMONDBACK ENERGY,6816
42329394100000,TEXAS TEN Y PU,19H,MIDLAND (TX),MIDLAND,OIL,8/24/2014,2014,PIONEER NATURAL RESOURCES,4858
42329394090000,TEXAS TEN Y PU,18H,MIDLAND (TX),MIDLAND,OIL,8/14/2014,2014,PIONEER NATURAL RESOURCES,4977
42329394040000,PRESTON A,3462H,MIDLAND (TX),MIDLAND,OIL,9/15/2014,2014,PIONEER NATURAL RESOURCES,7317
42329393990000,"HUTT, DONALD L. FEE",1515H,MIDLAND (TX),MIDLAND,OIL,10/16/2014,2014,PIONEER NATURAL RESOURCES,9822
42329393980000,"HUTT, DONALD L. FEE",1514H,MIDLAND (TX),MIDLAND,OIL,11/14/2014,2014,PIONEER NATURAL RESOURCES,8135
42329393970000,"HUTT, DONALD L. FEE",1513H,MIDLAND (TX),MIDLAND,OIL,10/30/2014,2014,PIONEER NATURAL RESOURCES,9799
42329393960000,"HUTT, DONALD L. FEE",1503H,MIDLAND (TX),MIDLAND,OIL,9/20/2014,2014,PIONEER NATURAL RESOURCES,9829
42329393940000,"HUTT, DONALD L. FEE",1501H,MIDLAND (TX),MIDLAND,OIL,10/26/2014,2014,PIONEER NATURAL RESOURCES,9715
42329393880000,PARKS,2602H,MIDLAND (TX),MIDLAND,OIL,8/11/2014,2014,EXXON MOBIL,7638
42329393820000,LB EPLEY NS 39-46 05,205H,MIDLAND (TX),MIDLAND,OIL,3/8/2015,2015,DIAMONDBACK ENERGY,6212
42329393750000,LILLIE MIDKIFF 5,1AH,MIDLAND (TX),MIDLAND,OIL,8/24/2014,2014,EXXON MOBIL,4950
42329393720000,ST S-ST RR C,503H,MIDLAND (TX),MIDLAND,OIL,10/5/2014,2014,DIAMONDBACK ENERGY,9322
42329393690000,TURNER H R40,3902H,MIDLAND (TX),MIDLAND,OIL,10/19/2014,2014,PIONEER NATURAL RESOURCES,7476
42329393670000,"HUTT, DONALD L.'C'",2106H,MIDLAND (TX),MIDLAND,OIL,9/23/2014,2014,PIONEER NATURAL RESOURCES,7161
42329393660000,"HUTT, DONALD L.'C'",2105H,MIDLAND (TX),MIDLAND,OIL,9/10/2014,2014,PIONEER NATURAL RESOURCES,7193
42329393630000,TURNER H R40,3901H,MIDLAND (TX),MIDLAND,OIL,10/6/2014,2014,PIONEER NATURAL RESOURCES,9833
42329393620000,"HUTT, DONALD L.'C'",2103H,MIDLAND (TX),MIDLAND,OIL,10/4/2014,2014,PIONEER NATURAL RESOURCES,7377
42329393600000,"HUTT, DONALD L.'C'",2101H,MIDLAND (TX),MIDLAND,OIL,10/21/2014,2014,PIONEER NATURAL RESOURCES,7327
42329393510000,PARKS,2601H,MIDLAND (TX),MIDLAND,OIL,5/2/2014,2014,EXXON MOBIL,7659
42329393460000,ST,4106LS,MIDLAND (TX),MIDLAND,OIL,6/25/2014,2014,DIAMONDBACK ENERGY,5300
42329393440000,ST,4104LS,MIDLAND (TX),MIDLAND,OIL,6/21/2014,2014,DIAMONDBACK ENERGY,5123
42329393330000,ST,4506H,MIDLAND (TX),MIDLAND,OIL,5/21/2014,2014,DIAMONDBACK ENERGY,5281
42329393320000,TEXAS TEN Y PU,34H,MIDLAND (TX),MIDLAND,OIL,9/27/2014,2014,PIONEER NATURAL RESOURCES,9944
42329393190000,ST NW,3603LS,MIDLAND (TX),MIDLAND,OIL,9/6/2014,2014,DIAMONDBACK ENERGY,4561
42329393160000,ST W,4307H,MIDLAND (TX),MIDLAND,OIL,5/23/2014,2014,DIAMONDBACK ENERGY,7262
42329393140000,ST W,4306H,MIDLAND (TX),MIDLAND,OIL,5/23/2014,2014,DIAMONDBACK ENERGY,6903
42329393070000,ST,4002H,MIDLAND (TX),MIDLAND,OIL,5/10/2014,2014,DIAMONDBACK ENERGY,5193
42329393050000,PARKS FIELD UNIT 2,2630H,MIDLAND (TX),MIDLAND,OIL,11/4/2014,2014,CONOCOPHILLIPS,7978
42329393030000,SPANISH TRAIL HZ UNIT,218MS,MIDLAND (TX),MIDLAND,OIL,5/21/2014,2014,CONOCOPHILLIPS,9885
42329392950000,DICKENSON SN 20-17 05,105H,MIDLAND (TX),MIDLAND,OIL,7/8/2014,2014,DIAMONDBACK ENERGY,5825
42329392750000,KING -D-,4905H,MIDLAND (TX),MIDLAND,OIL,7/31/2014,2014,PIONEER NATURAL RESOURCES,9437
42329392590000,ST-ST S A,4404H,MIDLAND (TX),MIDLAND,OIL,3/26/2014,2014,DIAMONDBACK ENERGY,7111
42329392430000,ST,4403H,MIDLAND (TX),MIDLAND,OIL,3/25/2014,2014,DIAMONDBACK ENERGY,4881
42329392420000,"HUTT, DONALD L.'C'",7HR,MIDLAND (TX),MIDLAND,OIL,4/9/2014,2014,PIONEER NATURAL RESOURCES,7275
42329392340000,ST NW,2507LS,MIDLAND (TX),MIDLAND,OIL,3/30/2014,2014,DIAMONDBACK ENERGY,5257
42329392320000,ST,4007H,MIDLAND (TX),MIDLAND,OIL,3/24/2014,2014,DIAMONDBACK ENERGY,5104
42329392310000,ST,4006H,MIDLAND (TX),MIDLAND,OIL,3/23/2014,2014,DIAMONDBACK ENERGY,5121
42329391940000,DAVIDSON 36G,8H,MIDLAND (TX),MIDLAND,OIL,5/1/2014,2014,OVINTIV INC.,7569
42329391930000,"HUTT, DONALD L.'C'",1445H,MIDLAND (TX),MIDLAND,OIL,5/27/2014,2014,PIONEER NATURAL RESOURCES,7166
42329391920000,"HUTT, DONALD L.'C'",1444H,MIDLAND (TX),MIDLAND,OIL,5/12/2014,2014,PIONEER NATURAL RESOURCES,7443
42329391910000,"HUTT, DONALD L.'C'",1443H,MIDLAND (TX),MIDLAND,OIL,4/26/2014,2014,PIONEER NATURAL RESOURCES,7399
42329391860000,"HUTT, DONALD L.'C'",1140H,MIDLAND (TX),MIDLAND,OIL,5/31/2014,2014,PIONEER NATURAL RESOURCES,7313
42329391780000,ST,4408H,MIDLAND (TX),MIDLAND,OIL,3/2/2014,2014,DIAMONDBACK ENERGY,4795
42329391730000,"HUTT, DONALD L.'C'",1147H,MIDLAND (TX),MIDLAND,OIL,6/14/2014,2014,PIONEER NATURAL RESOURCES,7345
42329391720000,"HUTT, DONALD L.'C'",1146H,MIDLAND (TX),MIDLAND,OIL,5/22/2014,2014,PIONEER NATURAL RESOURCES,6813
42329391710000,"DONALD L. HUTT ""E""",3212H,MIDLAND (TX),MIDLAND,OIL,5/25/2014,2014,PIONEER NATURAL RESOURCES,4502
42329391690000,SPANISH TRAIL HZ UNIT,217WB,MIDLAND (TX),MIDLAND,OIL,3/30/2014,2014,CONOCOPHILLIPS,6793
42329391670000,SPANISH TRAIL HZ UNIT,217LS,MIDLAND (TX),MIDLAND,OIL,3/22/2014,2014,CONOCOPHILLIPS,6791
42329391660000,"DONALD L. HUTT ""E""",3210H,MIDLAND (TX),MIDLAND,OIL,4/25/2014,2014,PIONEER NATURAL RESOURCES,4370
42329391640000,"DONALD L. HUTT ""E""",3214H,MIDLAND (TX),MIDLAND,OIL,6/5/2014,2014,PIONEER NATURAL RESOURCES,4502
42329391630000,"DONALD L. HUTT ""E""",3211H,MIDLAND (TX),MIDLAND,OIL,5/10/2014,2014,PIONEER NATURAL RESOURCES,4520
42329391510000,KING -D-,4908H,MIDLAND (TX),MIDLAND,OIL,6/20/2014,2014,PIONEER NATURAL RESOURCES,9788
42329391500000,DORA ROBERTS RANCH UNIT,4623SH,MIDLAND (TX),MIDLAND,OIL,6/27/2014,2014,OCCIDENTAL PETROLEUM,4465
42329391410000,PARKS BELL HZ UNIT,3909WB,MIDLAND (TX),MIDLAND,OIL,4/6/2014,2014,CONOCOPHILLIPS,7856
42329391360000,ST NW,2501LS,MIDLAND (TX),MIDLAND,OIL,2/10/2014,2014,DIAMONDBACK ENERGY,4418
42329391320000,KING -D-,4907H,MIDLAND (TX),MIDLAND,OIL,7/7/2014,2014,PIONEER NATURAL RESOURCES,9839
42329391050000,PARKS FIELD UNIT 2,2348H,MIDLAND (TX),MIDLAND,OIL,3/4/2014,2014,CONOCOPHILLIPS,7763
42329390960000,LILLIE MIDKIFF 5,4H,MIDLAND (TX),MIDLAND,OIL,3/12/2014,2014,EXXON MOBIL,4292
42329390880000,PEGASUS FIELD UNIT 3,191H,MIDLAND (TX),MIDLAND,OIL,5/22/2014,2014,CONOCOPHILLIPS,10424
42329390850000,KING -D-,4906H,MIDLAND (TX),MIDLAND,OIL,6/7/2014,2014,PIONEER NATURAL RESOURCES,9938
42329390830000,"O DANIEL, E. T.",24H,MIDLAND (TX),MIDLAND,OIL,3/27/2014,2014,PIONEER NATURAL RESOURCES,9800
42329390730000,ISBELL HORIZONTAL UNIT,104WB,MIDLAND (TX),MIDLAND,OIL,10/30/2014,2014,CONOCOPHILLIPS,5315
42329390600000,ISBELL HORIZONTAL UNIT,106MS,MIDLAND (TX),MIDLAND,OIL,11/1/2014,2014,CONOCOPHILLIPS,5315
42329390570000,ST,4005H,MIDLAND (TX),MIDLAND,OIL,1/19/2014,2014,DIAMONDBACK ENERGY,5089
42329390560000,ST,4004H,MIDLAND (TX),MIDLAND,OIL,1/19/2014,2014,DIAMONDBACK ENERGY,4961
42329390500000,"O DANIEL, E. T.",5H,MIDLAND (TX),MIDLAND,OIL,3/24/2014,2014,PIONEER NATURAL RESOURCES,8355
42329390230000,SPANISH TRAIL 48 HZ UNIT,4817WB,MIDLAND (TX),MIDLAND,OIL,6/28/2014,2014,CONOCOPHILLIPS,7233
42329390220000,SPANISH TRAIL 48 HZ UNIT,4817LS,MIDLAND (TX),MIDLAND,OIL,7/2/2014,2014,CONOCOPHILLIPS,7134
42329390200000,SPANISH TRAIL 48 HZ UNIT,4817MS,MIDLAND (TX),MIDLAND,OIL,7/6/2014,2014,CONOCOPHILLIPS,7134
42329390170000,TRAILAND A UNIT,3906WA,MIDLAND (TX),MIDLAND,OIL,12/7/2014,2014,DIAMONDBACK ENERGY,7297
42329389960000,SHACKELFORD SPRABERRY UNIT,3002H,MIDLAND (TX),MIDLAND,OIL,6/20/2014,2014,PIONEER NATURAL RESOURCES,4982
42329389910000,SHACKELFORD SPRABERRY UNIT,3001H,MIDLAND (TX),MIDLAND,OIL,5/26/2014,2014,PIONEER NATURAL RESOURCES,4874
42329389850000,DORA ROBERTS RANCH UNIT,1917H,MIDLAND (TX),MIDLAND,OIL,4/20/2014,2014,OCCIDENTAL PETROLEUM,6069
42329389840000,"O DANIEL, E. T.",4H,MIDLAND (TX),MIDLAND,OIL,2/9/2014,2014,PIONEER NATURAL RESOURCES,9542
42329386930000,"HUTT, DONALD L.'C'",8H,MIDLAND (TX),MIDLAND,OIL,2/21/2014,2014,PIONEER NATURAL RESOURCES,7289
42329385050000,HEADLEE,3505WB,MIDLAND (TX),MIDLAND,OIL,1/31/2014,2014,CONOCOPHILLIPS,5092
42317416260000,DOVE-SCHARBAUER E10C,103H,MARTIN (TX),MIDLAND,OIL,11/16/2018,2018,PIONEER NATURAL RESOURCES,9135
42317416250000,DOVE-SCHARBAUER E10B,102H,MARTIN (TX),MIDLAND,OIL,11/14/2018,2018,PIONEER NATURAL RESOURCES,9137
42317416240000,DOVE-SCHARBAUER E10A,101H,MARTIN (TX),MIDLAND,OIL,11/12/2018,2018,PIONEER NATURAL RESOURCES,9137
42317416230000,DOVE-SCHARBAUER W9C,3H,MARTIN (TX),MIDLAND,OIL,12/8/2018,2018,PIONEER NATURAL RESOURCES,8987
42317416220000,DOVE-SCHARBAUER W9B,2H,MARTIN (TX),MIDLAND,OIL,12/7/2018,2018,PIONEER NATURAL RESOURCES,8987
42317416210000,SCHARBAUER RANCH H,5901H,MARTIN (TX),MIDLAND,OIL,12/5/2018,2018,PIONEER NATURAL RESOURCES,8987
42317416130000,HNE 249Q,1207HF,MARTIN (TX),MIDLAND,OIL,7/31/2018,2018,OVINTIV INC.,8160
42317416100000,FORTRESS D4,01MM,MARTIN (TX),MIDLAND,OIL,8/30/2018,2018,DIAMONDBACK ENERGY,10080
42317416090000,FORTRESS D3,02DN,MARTIN (TX),MIDLAND,OIL,9/1/2018,2018,DIAMONDBACK ENERGY,9976
42317416080000,FORTRESS D2,02BU,MARTIN (TX),MIDLAND,OIL,9/3/2018,2018,DIAMONDBACK ENERGY,10015
42317416070000,FORTRESS D1,02SC,MARTIN (TX),MIDLAND,OIL,9/5/2018,2018,DIAMONDBACK ENERGY,10096
42317416030000,FORTRESS C2,04SA,MARTIN (TX),MIDLAND,OIL,8/22/2018,2018,DIAMONDBACK ENERGY,10234
42317416020000,FORTRESS C1,04DN,MARTIN (TX),MIDLAND,OIL,8/19/2018,2018,DIAMONDBACK ENERGY,10268
42317416010000,FORTRESS B4,06WA,MARTIN (TX),MIDLAND,OIL,8/15/2018,2018,DIAMONDBACK ENERGY,10259
42317415980000,FORTRESS B2,07BU,MARTIN (TX),MIDLAND,OIL,8/13/2018,2018,DIAMONDBACK ENERGY,10283
42317415960000,FORTRESS B1,07DN,MARTIN (TX),MIDLAND,OIL,8/6/2018,2018,DIAMONDBACK ENERGY,10014
42317415940000,FORTRESS A2,08SB,MARTIN (TX),MIDLAND,OIL,8/2/2018,2018,DIAMONDBACK ENERGY,10214
42317415920000,HNE 249P,1206HE,MARTIN (TX),MIDLAND,OIL,7/30/2018,2018,OVINTIV INC.,8138
42317415910000,HNE 249P,1205HF,MARTIN (TX),MIDLAND,OIL,7/30/2018,2018,OVINTIV INC.,8172
42317415890000,HNE 249O,1203HF,MARTIN (TX),MIDLAND,OIL,7/31/2018,2018,OVINTIV INC.,8074
42317415880000,HNE 249N,1202HE,MARTIN (TX),MIDLAND,OIL,7/31/2018,2018,OVINTIV INC.,8329
42317415870000,SOUTH CURTIS RANCH,231SD,MARTIN (TX),MIDLAND,OIL,2/18/2019,2019,OCCIDENTAL PETROLEUM,7023
42317415860000,HNE 249N,1201HF,MARTIN (TX),MIDLAND,OIL,7/31/2018,2018,OVINTIV INC.,8139
42317415840000,SOUTH CURTIS RANCH,221US,MARTIN (TX),MIDLAND,OIL,2/24/2019,2019,OCCIDENTAL PETROLEUM,7021
42317415830000,SOUTH CURTIS RANCH,223US,MARTIN (TX),MIDLAND,OIL,1/16/2019,2019,OCCIDENTAL PETROLEUM,7076
42317415760000,MERRICK UNIT 2,1125SH,MARTIN (TX),MIDLAND,OIL,7/31/2018,2018,EXXON MOBIL,10053
42317415740000,MARIENFELD 13-24-H,4315H,MARTIN (TX),MIDLAND,OIL,8/17/2018,2018,PIONEER NATURAL RESOURCES,9790
42317415500000,"JOHNSON, TED",304H,MARTIN (TX),MIDLAND,OIL,9/17/2018,2018,CONOCOPHILLIPS,9619
42317415490000,"JOHNSON, TED",303H,MARTIN (TX),MIDLAND,OIL,9/14/2018,2018,CONOCOPHILLIPS,10413
42317415410000,PARKER FARMS NS 25-28 03,103H,MARTIN (TX),MIDLAND,OIL,8/14/2018,2018,DIAMONDBACK ENERGY,10001
42317415380000,PARKER FARMS NS 25-28 01,501H,MARTIN (TX),MIDLAND,OIL,7/14/2018,2018,DIAMONDBACK ENERGY,9801
42317415370000,PARKER FARMS NS 25-28 01,101H,MARTIN (TX),MIDLAND,OIL,7/23/2018,2018,DIAMONDBACK ENERGY,9801
42317415360000,PARKER FARMS NS 25-28 03,203H,MARTIN (TX),MIDLAND,OIL,8/11/2018,2018,DIAMONDBACK ENERGY,9951
42317415350000,PARKER FARMS NS 25-28 02,202H,MARTIN (TX),MIDLAND,OIL,7/25/2018,2018,DIAMONDBACK ENERGY,10101
42317415340000,"JOHNSON, TED",204H,MARTIN (TX),MIDLAND,OIL,9/4/2018,2018,CONOCOPHILLIPS,9707
42317415300000,"JOHNSON, TED",104H,MARTIN (TX),MIDLAND,OIL,8/16/2018,2018,CONOCOPHILLIPS,9880
42317415280000,"JOHNSON, TED",103H,MARTIN (TX),MIDLAND,OIL,8/18/2018,2018,CONOCOPHILLIPS,9865
42317415250000,"JOHNSON, TED",101H,MARTIN (TX),MIDLAND,OIL,8/23/2018,2018,CONOCOPHILLIPS,9887
42317415230000,MERRICK UNIT 2,1126SH,MARTIN (TX),MIDLAND,OIL,6/30/2018,2018,EXXON MOBIL,10053
42317415180000,MERRICK UNIT 2,1117AH,MARTIN (TX),MIDLAND,OIL,9/6/2018,2018,EXXON MOBIL,10258
42317415140000,WILBANKS ALLAR WEST UNIT,205H,MARTIN (TX),MIDLAND,OIL,7/1/2018,2018,DIAMONDBACK ENERGY,9937
42317415130000,WILBANKS ALLAR WEST UNIT,105H,MARTIN (TX),MIDLAND,OIL,7/5/2018,2018,DIAMONDBACK ENERGY,9813
42317415120000,WILBANKS ALLAR WEST UNIT,505H,MARTIN (TX),MIDLAND,OIL,7/5/2018,2018,DIAMONDBACK ENERGY,9722
42317415110000,WILBANKS ALLAR WEST UNIT,106H,MARTIN (TX),MIDLAND,OIL,6/27/2018,2018,DIAMONDBACK ENERGY,9872
42317415100000,WILBANKS ALLAR EAST UNIT,506H,MARTIN (TX),MIDLAND,OIL,7/13/2018,2018,DIAMONDBACK ENERGY,9736
42317415070000,WILBANKS ALLAR EAST UNIT,206H,MARTIN (TX),MIDLAND,OIL,7/9/2018,2018,DIAMONDBACK ENERGY,10163
42317414920000,MABEE BREEDLOVE,4002LS,MARTIN (TX),MIDLAND,OIL,7/23/2018,2018,DIAMONDBACK ENERGY,8601
42317414760000,KIMBERLY,2006LS,MARTIN (TX),MIDLAND,OIL,12/12/2019,2019,DIAMONDBACK ENERGY,11026
42317414750000,KIMBERLY,2005WA,MARTIN (TX),MIDLAND,OIL,12/12/2019,2019,DIAMONDBACK ENERGY,11219.35
42317414730000,KIMBERLY,2005LS,MARTIN (TX),MIDLAND,OIL,12/8/2019,2019,DIAMONDBACK ENERGY,11105.19
42317414700000,MEEK-HARDIN 3B,2H,MARTIN (TX),MIDLAND,OIL,10/23/2018,2018,PIONEER NATURAL RESOURCES,9872
42317414680000,MEEK-ELROD 3C,3H,MARTIN (TX),MIDLAND,OIL,9/21/2018,2018,PIONEER NATURAL RESOURCES,9872
42317414670000,MEEK-ELROD 3B,2H,MARTIN (TX),MIDLAND,OIL,9/20/2018,2018,PIONEER NATURAL RESOURCES,9872
42317414660000,MEEK-HARDIN 3C,3H,MARTIN (TX),MIDLAND,OIL,10/24/2018,2018,PIONEER NATURAL RESOURCES,9872
42317414510000,DYER-KILGORE N 25-34,4414H,MARTIN (TX),MIDLAND,OIL,10/16/2018,2018,PIONEER NATURAL RESOURCES,9622
42317414490000,DYER-KILGORE O 25-34,4215H,MARTIN (TX),MIDLAND,OIL,2/27/2019,2019,PIONEER NATURAL RESOURCES,9668
42317414480000,UL 2631,06SA,MARTIN (TX),MIDLAND,OIL,6/7/2018,2018,DIAMONDBACK ENERGY,7245
42317414290000,AMOCO-HOLT,13LL,MARTIN (TX),MIDLAND,OIL,6/2/2018,2018,DIAMONDBACK ENERGY,8168
42317414280000,AMOCO-HOLT,12UL,MARTIN (TX),MIDLAND,OIL,5/25/2018,2018,DIAMONDBACK ENERGY,8237
42317414240000,AMOCO-HOLT,11LL,MARTIN (TX),MIDLAND,OIL,3/2/2018,2018,DIAMONDBACK ENERGY,8171
42317414090000,VINEYARD HZ F UNIT,9701WA,MARTIN (TX),MIDLAND,OIL,5/17/2018,2018,DIAMONDBACK ENERGY,9951
42317414070000,VINEYARD HZ L UNIT,9701WA,MARTIN (TX),MIDLAND,OIL,5/17/2018,2018,DIAMONDBACK ENERGY,10051
42317414060000,VINEYARD HZ L UNIT,9701LS,MARTIN (TX),MIDLAND,OIL,5/9/2018,2018,DIAMONDBACK ENERGY,9752
42317413970000,LENORAH 1-02,0642SH,MARTIN (TX),MIDLAND,OIL,6/15/2018,2018,EXXON MOBIL,10350
42317413960000,LENORAH 1-02,0602BH,MARTIN (TX),MIDLAND,OIL,7/15/2018,2018,EXXON MOBIL,10326
42317413950000,LENORAH 1-24,0603BH,MARTIN (TX),MIDLAND,OIL,7/13/2018,2018,EXXON MOBIL,10301
42317413830000,KITTA BELLE,802H,MARTIN (TX),MIDLAND,OIL,4/10/2018,2018,DIAMONDBACK ENERGY,10105
42317413820000,KITTA BELLE,603H,MARTIN (TX),MIDLAND,OIL,4/6/2018,2018,DIAMONDBACK ENERGY,9981
42317413770000,TIGER UNIT SN 245-252,807H,MARTIN (TX),MIDLAND,OIL,5/30/2018,2018,DIAMONDBACK ENERGY,7569
42317413760000,TIGER UNIT SN 245-252,607H,MARTIN (TX),MIDLAND,OIL,6/17/2018,2018,DIAMONDBACK ENERGY,7610
42317413750000,WOODY-MCMORRIES 31L,12H,MARTIN (TX),MIDLAND,OIL,5/30/2019,2019,PIONEER NATURAL RESOURCES,10636
42317413620000,FLO D,10WA,MARTIN (TX),MIDLAND,OIL,4/21/2018,2018,DIAMONDBACK ENERGY,12955
42317413610000,FLO D,11SA,MARTIN (TX),MIDLAND,OIL,4/23/2018,2018,DIAMONDBACK ENERGY,12604
42317413570000,FLO C,13WA,MARTIN (TX),MIDLAND,OIL,4/18/2018,2018,DIAMONDBACK ENERGY,12829
42317413460000,LENORAH 1-23,0623SH,MARTIN (TX),MIDLAND,OIL,4/26/2018,2018,EXXON MOBIL,10344
42317413440000,LENORAH 1-21,0601BH,MARTIN (TX),MIDLAND,OIL,7/20/2018,2018,EXXON MOBIL,10354
42317413430000,JOHN D,08BL,MARTIN (TX),MIDLAND,OIL,4/13/2018,2018,DIAMONDBACK ENERGY,9549
