API14,Well Name,Well Number,County,DI Play,Production Type,Spud Date,Year,Operator Company Name,DI Lateral Length
42461407680000,NORTH BROOK NE34,20H,UPTON (TX),MIDLAND,OIL,4/21/2018,2018,PIONEER NATURAL RESOURCES,6702
42461407180000,HALFF 1F,106H,UPTON (TX),MIDLAND,OIL,4/10/2018,2018,PIONEER NATURAL RESOURCES,9822
42461406480000,SEBASTIAN *19-30A,4101H,UPTON (TX),MIDLAND,OIL,9/26/2017,2017,PIONEER NATURAL RESOURCES,7717
42461406310000,MILLER 3748 A,1HM,UPTON (TX),MIDLAND,OIL,7/25/2017,2017,APACHE,10378
42461406250000,POWELL 26E,6HL,UPTON (TX),MIDLAND,OIL,7/23/2017,2017,OVINTIV INC.,7754
42461406150000,GRACE '45-1',4302H,UPTON (TX),MIDLAND,OIL,8/1/2017,2017,PIONEER NATURAL RESOURCES,5718
42461406070000,DAVIDSON UNIT 1,0103BH,UPTON (TX),MIDLAND,OIL,9/19/2017,2017,EXXON MOBIL,10338
42461406060000,DAVIDSON UNIT 1,0113AH,UPTON (TX),MIDLAND,OIL,9/28/2017,2017,EXXON MOBIL,10233
42461406040000,DAVIDSON UNIT 1,0104BH,UPTON (TX),MIDLAND,OIL,7/7/2017,2017,EXXON MOBIL,10333
42461405520000,XBC GIDDINGS ESTATE,2203H,UPTON (TX),MIDLAND,OIL,4/15/2017,2017,PIONEER NATURAL RESOURCES,9508
42461405460000,BROOK A-5G,7H,UPTON (TX),MIDLAND,OIL,3/28/2017,2017,PIONEER NATURAL RESOURCES,9842
42461405410000,NEAL RANCH 42B UNIT,4231AH,UPTON (TX),MIDLAND,OIL,4/7/2017,2017,CONOCOPHILLIPS,10462
42461405200000,CC 4144 EAST B,5HM,UPTON (TX),MIDLAND,OIL,3/28/2017,2017,APACHE,7772
42461405170000,HUGH '27-34',4301H,UPTON (TX),MIDLAND,OIL,1/29/2017,2017,PIONEER NATURAL RESOURCES,5112
42461403890000,VANESSA P1 UNIT,5201BC,UPTON (TX),MIDLAND,OIL,10/10/2017,2017,CONOCOPHILLIPS,10303
42461401150000,BROOK A-5D,4H,UPTON (TX),MIDLAND,OIL,3/13/2017,2017,PIONEER NATURAL RESOURCES,9767
42461400170000,XBC GIDDINGS ESTATE,4078H,UPTON (TX),MIDLAND,OIL,10/5/2015,2015,PIONEER NATURAL RESOURCES,12002
42461398150000,"UNIVERSITY ""3-14""",52H,UPTON (TX),MIDLAND,OIL,12/13/2014,2014,PIONEER NATURAL RESOURCES,7861
42461397980000,ATKINS 23,1HB,UPTON (TX),MIDLAND,OIL,11/4/2014,2014,PIONEER NATURAL RESOURCES,4529
42461397540000,LHS RANCH,1705BH,UPTON (TX),MIDLAND,OIL,2/27/2016,2016,EXXON MOBIL,9479
42461396180000,XBC GIDDINGS ESTATE,3101H,UPTON (TX),MIDLAND,OIL,12/9/2014,2014,PIONEER NATURAL RESOURCES,6362
42461396150000,XBC GIDDINGS ESTATE,4098H,UPTON (TX),MIDLAND,OIL,10/8/2014,2014,PIONEER NATURAL RESOURCES,7502
42461395990000,PEMBROOK D-29,1H,UPTON (TX),MIDLAND,OIL,1/20/2015,2015,PIONEER NATURAL RESOURCES,9864
42461395830000,PEGASUS FIELD UNIT 3,4610H,UPTON (TX),MIDLAND,OIL,1/4/2015,2015,CONOCOPHILLIPS,9780
42461394610000,NEAL RANCH '77' A UNIT,28H,UPTON (TX),MIDLAND,OIL,7/3/2014,2014,CONOCOPHILLIPS,5054
42461392680000,XBC GIDDINGS ESTATE,1093H,UPTON (TX),MIDLAND,OIL,4/1/2014,2014,PIONEER NATURAL RESOURCES,7157
42461392610000,"TXL ""39""",18H,UPTON (TX),MIDLAND,OIL,5/9/2014,2014,CONOCOPHILLIPS,5070
42461392430000,PEGASUS FIELD UNIT 3,4915H,UPTON (TX),MIDLAND,OIL,3/3/2014,2014,CONOCOPHILLIPS,7000
42389374240000,FOX STATE UNIT,109AH,REEVES (TX),DELAWARE,GAS,8/10/2018,2018,APACHE,4270
42389373900000,KAYCEE STATE 57-3-33 UNIT,3H,REEVES (TX),DELAWARE,GAS,2/16/2019,2019,OCCIDENTAL PETROLEUM,7234
42389371920000,TUMBLER STATE A,1853H,REEVES (TX),DELAWARE,OIL,9/29/2018,2018,CONOCOPHILLIPS,7049
42389371540000,TRIGGER 39-40 A-1,4H,REEVES (TX),DELAWARE,OIL,5/22/2018,2018,CHEVRON,8361
42389371460000,HATTIE 3,2H,REEVES (TX),DELAWARE,GAS,6/23/2018,2018,DEVON ENERGY,10193
42389371140000,JERSEY LILLY 17-7 UNIT B,46H,REEVES (TX),DELAWARE,OIL,7/6/2018,2018,CHEVRON,9560
42389371130000,JERSEY LILLY 17-7 UNIT B,11H,REEVES (TX),DELAWARE,OIL,7/30/2018,2018,CHEVRON,9560
42389370450000,STATE CREEK 17-8 UNIT,10H,REEVES (TX),DELAWARE,GAS,5/26/2018,2018,EOG RESOURCES,7794
42389370250000,CYPRESS STATE,502AH,REEVES (TX),DELAWARE,GAS,5/29/2018,2018,APACHE,4521
42389370050000,LIGON 730,4303H,REEVES (TX),DELAWARE,OIL,5/1/2018,2018,PIONEER NATURAL RESOURCES,5954
42389368500000,PRAIRIE FLOWER UNIT,7703H,REEVES (TX),DELAWARE,OIL,5/30/2018,2018,CONOCOPHILLIPS,9661
42389368190000,JACK STATE A UNIT,3602H,REEVES (TX),DELAWARE,OIL,5/19/2018,2018,CONOCOPHILLIPS,9723
42389368090000,SILVER HORN UNIT,9901H,REEVES (TX),DELAWARE,OIL,3/20/2018,2018,CONOCOPHILLIPS,12377
42389367710000,PECAN STATE UNIT,4303BH,REEVES (TX),DELAWARE,OIL,4/20/2018,2018,PIONEER NATURAL RESOURCES,10145
42389367590000,MESQUITE UNIT 2-2,3H,REEVES (TX),DELAWARE,OIL,4/4/2018,2018,OCCIDENTAL PETROLEUM,9720
42389367230000,REGAN 257-1S,16HR,REEVES (TX),DELAWARE,OIL,2/4/2018,2018,OCCIDENTAL PETROLEUM,6242.64
42389367040000,SAM BIRD 6-3,71H,REEVES (TX),DELAWARE,OIL,2/9/2018,2018,CONOCOPHILLIPS,7483
42389366840000,TRIGGER 39-40 UNIT B,7HL,REEVES (TX),DELAWARE,OIL,3/29/2018,2018,CHEVRON,8130
42389366790000,BIG KAHUNA,3H,REEVES (TX),DELAWARE,GAS,1/2/2018,2018,CONOCOPHILLIPS,10125
42389366030000,BLACKSTONE,U 32H,REEVES (TX),DELAWARE,OIL,12/22/2017,2017,OCCIDENTAL PETROLEUM,4262
42389365860000,BURNSIDE,403AH,REEVES (TX),DELAWARE,GAS,4/24/2018,2018,APACHE,4629
42389365780000,JUNIPER STATE UNIT 2-3,2H,REEVES (TX),DELAWARE,GAS,2/17/2018,2018,OCCIDENTAL PETROLEUM,9954
42389365760000,LYDA 33-40-3S STATE,13H,REEVES (TX),DELAWARE,OIL,1/18/2018,2018,OCCIDENTAL PETROLEUM,10105
42389365750000,REV GF STATE T7 50,465H,REEVES (TX),DELAWARE,OIL,4/1/2018,2018,CHEVRON,10235
42389365720000,LYDA 33-40-4S STATE,14H,REEVES (TX),DELAWARE,OIL,2/6/2018,2018,OCCIDENTAL PETROLEUM,9942
42389365290000,GRANT,406BH,REEVES (TX),DELAWARE,GAS,12/13/2017,2017,APACHE,4301
42389365160000,GRANADA 11,83H,REEVES (TX),DELAWARE,OIL,12/17/2017,2017,OCCIDENTAL PETROLEUM,4992
42389365090000,HOLLYWOOD UNIT,1454H,REEVES (TX),DELAWARE,OIL,1/5/2018,2018,CONOCOPHILLIPS,11393
42389364730000,NAVAJO,101AH,REEVES (TX),DELAWARE,GAS,12/2/2017,2017,APACHE,2773
42389364250000,SURE SHOT,902H,REEVES (TX),DELAWARE,OIL,4/7/2018,2018,CONOCOPHILLIPS,10158
42389363730000,CHINOOK,201AR,REEVES (TX),DELAWARE,GAS,9/22/2017,2017,APACHE,4844
42389363620000,BULL RUN,404BH,REEVES (TX),DELAWARE,GAS,10/23/2017,2017,APACHE,4441
42389363470000,REEVES TXL FEE T7-50-21,5H,REEVES (TX),DELAWARE,OIL,3/2/2018,2018,CHEVRON,4631
42389363370000,MOHICAN UNIT,102AH,REEVES (TX),DELAWARE,GAS,10/22/2017,2017,APACHE,4874
42389363170000,TRESTLES STATE UNIT 55 41-44,1H,REEVES (TX),DELAWARE,GAS,8/30/2017,2017,EOG RESOURCES,7457
42389363080000,BLACK COBRA 1-2 UNIT B,66H,REEVES (TX),DELAWARE,OIL,5/4/2018,2018,CHEVRON,6504
42389362890000,JALAPENO STATE 216-215 UNIT A,3HL,REEVES (TX),DELAWARE,OIL,9/28/2017,2017,CHEVRON,9434
42389362750000,LYDA 33,11H,REEVES (TX),DELAWARE,OIL,10/6/2017,2017,OCCIDENTAL PETROLEUM,4702
42389362730000,BLACK COBRA 1-2 UNIT A,61H,REEVES (TX),DELAWARE,OIL,9/6/2017,2017,CHEVRON,6307
42389362520000,HABANERO 197-198 UNIT A,2HL,REEVES (TX),DELAWARE,OIL,1/12/2018,2018,CHEVRON,9813
42389362360000,RUCK UNIT 3-17,2HR,REEVES (TX),DELAWARE,GAS,8/4/2017,2017,OCCIDENTAL PETROLEUM,10981
42389359360000,BLACK COBRA 1-2 UNIT A,2HL,REEVES (TX),DELAWARE,OIL,5/21/2017,2017,CHEVRON,9891
42389357810000,RANGER C5-15,4114H,REEVES (TX),DELAWARE,OIL,3/19/2017,2017,PIONEER NATURAL RESOURCES,4389
42389357380000,JACKALOPE 56-3-11 UNIT,1H,REEVES (TX),DELAWARE,GAS,5/5/2017,2017,OCCIDENTAL PETROLEUM,4410
42389357070000,STATE APACHE 57,1601H,REEVES (TX),DELAWARE,GAS,3/17/2017,2017,EOG RESOURCES,7140
42389356710000,WAHA,4315NH,REEVES (TX),DELAWARE,OIL,2/2/2017,2017,PIONEER NATURAL RESOURCES,9814
42389356650000,STATE APACHE 57 XL1,1501H,REEVES (TX),DELAWARE,GAS,6/7/2017,2017,EOG RESOURCES,9771
42389356370000,MONROE 28-39 UNIT A,32H,REEVES (TX),DELAWARE,OIL,10/13/2017,2017,CHEVRON,9657
42389356330000,BECKER 6-30 UNIT B,1H,REEVES (TX),DELAWARE,GAS,4/24/2017,2017,OCCIDENTAL PETROLEUM,9495
42389355960000,RANGER C4-6-14,4301H,REEVES (TX),DELAWARE,OIL,3/10/2017,2017,PIONEER NATURAL RESOURCES,8425
42389355400000,MELLENCAMP 8-14,4301H,REEVES (TX),DELAWARE,OIL,1/15/2017,2017,PIONEER NATURAL RESOURCES,7469
42389354150000,COLLIER,1202H,REEVES (TX),DELAWARE,OIL,1/6/2017,2017,PIONEER NATURAL RESOURCES,7465
42389353740000,WENDIGO STATE 45-23 UNIT,1H,REEVES (TX),DELAWARE,GAS,11/13/2016,2016,OCCIDENTAL PETROLEUM,4161
42389353200000,MONROE 28-39 UNIT A,5HL,REEVES (TX),DELAWARE,OIL,11/6/2016,2016,CHEVRON,9913
42389352970000,ELBERT STATE UNIT,101AH,REEVES (TX),DELAWARE,GAS,8/28/2017,2017,APACHE,5123
42389352810000,REEVES TXL FEE T7-50-15,5H,REEVES (TX),DELAWARE,OIL,8/10/2016,2016,CHEVRON,4695
42389352100000,TIMBERWOLF STATE UNIT,1752H,REEVES (TX),DELAWARE,OIL,6/23/2017,2017,CONOCOPHILLIPS,4854
42389352090000,TIMBERWOLF STATE UNIT,1792H,REEVES (TX),DELAWARE,OIL,12/23/2017,2017,CONOCOPHILLIPS,4837
42389351840000,MONT BLANC,1H,REEVES (TX),DELAWARE,GAS,4/16/2016,2016,APACHE,4306
42389351670000,TREES RANCH 65-64,4307H,REEVES (TX),DELAWARE,OIL,4/5/2016,2016,PIONEER NATURAL RESOURCES,7607
42389350790000,SIEVERS UNIT 2-29,2H,REEVES (TX),DELAWARE,OIL,5/10/2016,2016,OCCIDENTAL PETROLEUM,3887
42389350390000,MAN O WAR 8,1HA,REEVES (TX),DELAWARE,OIL,9/27/2015,2015,CHEVRON,4355
42389349950000,ORBISON 28,6H,REEVES (TX),DELAWARE,GAS,11/25/2015,2015,EOG RESOURCES,9750
42389349910000,REEVES TXL FEE T7-50-9,1H,REEVES (TX),DELAWARE,OIL,3/23/2016,2016,CHEVRON,4841
42389349840000,STATE BB KING 32,2H,REEVES (TX),DELAWARE,GAS,10/15/2015,2015,EOG RESOURCES,4404
42389349810000,KAUFFMAN STATE UNIT C4-6,4307H,REEVES (TX),DELAWARE,OIL,8/11/2016,2016,PIONEER NATURAL RESOURCES,6297
42389349680000,VANGUARD 3,12H,REEVES (TX),DELAWARE,OIL,8/31/2015,2015,OCCIDENTAL PETROLEUM,4333
42389348770000,AFFIRMED 48,1HA,REEVES (TX),DELAWARE,OIL,8/5/2015,2015,CHEVRON,4531
42389348750000,PACE STATE UNIT 1-37,1H,REEVES (TX),DELAWARE,GAS,7/19/2015,2015,OCCIDENTAL PETROLEUM,9131
42389348310000,SHERIDAN 55-4-5,1H,REEVES (TX),DELAWARE,GAS,5/17/2015,2015,OCCIDENTAL PETROLEUM,4107
42389347370000,BIG CHIEF,4602H,REEVES (TX),DELAWARE,OIL,3/28/2015,2015,CONOCOPHILLIPS,7028
42389345690000,BLACK JACK 16,7H,REEVES (TX),DELAWARE,OIL,11/9/2014,2014,CHEVRON,4616
42389345670000,BILLY MINER 27,9H,REEVES (TX),DELAWARE,OIL,11/22/2014,2014,CHEVRON,4770
42389343940000,MONROE 35 WEST,4H,REEVES (TX),DELAWARE,OIL,8/8/2014,2014,CHEVRON,4400
42389343880000,EILAND 8-33,1H,REEVES (TX),DELAWARE,OIL,7/6/2014,2014,PIONEER NATURAL RESOURCES,7866
42389342670000,ALEXANDER 4-45,1H,REEVES (TX),DELAWARE,OIL,6/22/2014,2014,DIAMONDBACK ENERGY,7546
42389342460100,GREYBULL 55-4-9,1H,REEVES (TX),DELAWARE,GAS,7/31/2014,2014,OCCIDENTAL PETROLEUM,4195
42389340830000,CITY OF PECOS 13,3H,REEVES (TX),DELAWARE,OIL,3/20/2014,2014,CHEVRON,4016
42389340600000,HOUSER 36,5H,REEVES (TX),DELAWARE,OIL,1/18/2014,2014,OCCIDENTAL PETROLEUM,3599
42389340500100,BUFFALO 55-5-39,1H,REEVES (TX),DELAWARE,GAS,2/7/2014,2014,EOG RESOURCES,4651
42389340330000,TYCOON C,710H,REEVES (TX),DELAWARE,OIL,1/4/2014,2014,CONOCOPHILLIPS,7449
42389340290000,RAIL SPLITTER,101H,REEVES (TX),DELAWARE,OIL,3/15/2014,2014,CONOCOPHILLIPS,4372
42389339490100,CHEYENNE 57-3-47,1H,REEVES (TX),DELAWARE,GAS,1/1/2014,2014,OCCIDENTAL PETROLEUM,4162
42383403010000,ALDWELL 0544,12HU,REAGAN (TX),MIDLAND,OIL,7/23/2018,2018,APACHE,7645
42383402450000,ALDWELL K R 40,7H,REAGAN (TX),MIDLAND,OIL,2/21/2019,2019,PIONEER NATURAL RESOURCES,9872
42383401970000,MIKE SCOTT 19-30-H,4315H,REAGAN (TX),MIDLAND,OIL,4/15/2018,2018,PIONEER NATURAL RESOURCES,9939
42383401570000,GREG MADDUX 31-32-D,4807H,REAGAN (TX),MIDLAND,OIL,5/29/2018,2018,PIONEER NATURAL RESOURCES,7709
42383400740000,DEVIN 25-24-H,4315H,REAGAN (TX),MIDLAND,OIL,1/25/2018,2018,PIONEER NATURAL RESOURCES,10026
42383400530000,SRH NORTH,1526HU,REAGAN (TX),MIDLAND,OIL,11/13/2017,2017,APACHE,8944
42383400410000,KATHRYN 43-42-B-44,4203RH,REAGAN (TX),MIDLAND,OIL,11/28/2017,2017,PIONEER NATURAL RESOURCES,10390
42383399510000,JOHN SMOLTZ 30 AND 33,4403H,REAGAN (TX),MIDLAND,OIL,8/29/2017,2017,PIONEER NATURAL RESOURCES,7234
42383399480000,"UNIVERSITY ""2-20""",78H,REAGAN (TX),MIDLAND,OIL,8/13/2017,2017,PIONEER NATURAL RESOURCES,10246
42383399470000,"UNIVERSITY ""2-20""",77H,REAGAN (TX),MIDLAND,OIL,8/9/2017,2017,PIONEER NATURAL RESOURCES,10347
42383397020000,BATES #43-42,4412H,REAGAN (TX),MIDLAND,OIL,11/11/2016,2016,PIONEER NATURAL RESOURCES,7753
42383396610000,TAYLOR '45-33',4601H,REAGAN (TX),MIDLAND,OIL,11/29/2016,2016,PIONEER NATURAL RESOURCES,10379
42383395850000,KATHRYN 43-42,4401H,REAGAN (TX),MIDLAND,OIL,4/6/2016,2016,PIONEER NATURAL RESOURCES,10129
42383391820000,ALDWELL M R40,5H,REAGAN (TX),MIDLAND,OIL,3/8/2017,2017,PIONEER NATURAL RESOURCES,8072
42383390570000,MERCHANT,1402BL,REAGAN (TX),MIDLAND,OIL,1/9/2015,2015,OCCIDENTAL PETROLEUM,7549
42383390370000,SRH NORTH,1630HC,REAGAN (TX),MIDLAND,OIL,12/9/2014,2014,APACHE,6453
42383389090000,SRH NORTH,1439HM,REAGAN (TX),MIDLAND,OIL,9/16/2014,2014,APACHE,5690
42383387140000,"ROCKER, B. -N-",82H,REAGAN (TX),MIDLAND,OIL,6/24/2014,2014,PIONEER NATURAL RESOURCES,6842
42383386310000,SRH NORTH,1343HM,REAGAN (TX),MIDLAND,OIL,5/24/2014,2014,APACHE,6307
42383386290000,MERCHANT,1411HB,REAGAN (TX),MIDLAND,OIL,4/24/2014,2014,OCCIDENTAL PETROLEUM,7875
42383386110000,SRH NORTH,1339HM,REAGAN (TX),MIDLAND,OIL,5/23/2014,2014,APACHE,7352
42383385760000,"UNIVERSITY ""2-20""",57H,REAGAN (TX),MIDLAND,OIL,2/22/2014,2014,PIONEER NATURAL RESOURCES,11248
42383385460100,UNIVERSITY 2505 HZ UNIT,3HM,REAGAN (TX),MIDLAND,OIL,3/11/2014,2014,APACHE,7055
42383385160000,SRH NORTH,1337HL,REAGAN (TX),MIDLAND,OIL,4/15/2014,2014,APACHE,7370
42383384830000,SRH NORTH,1334HM,REAGAN (TX),MIDLAND,OIL,1/29/2014,2014,APACHE,5802
42329426710000,SPANISH TRAIL 3-10 HZ UNIT,3492H,MIDLAND (TX),MIDLAND,OIL,12/25/2018,2018,CONOCOPHILLIPS,6615
42329426090000,"SCHARBAUER, C.",0026LS,MIDLAND (TX),MIDLAND,OIL,8/16/2018,2018,CHEVRON,10319
42329425540000,SHACKELFORD,3429H,MIDLAND (TX),MIDLAND,OIL,9/8/2018,2018,PIONEER NATURAL RESOURCES,9863
42329425410000,MCCLINTIC -E-,20H,MIDLAND (TX),MIDLAND,OIL,8/10/2018,2018,PIONEER NATURAL RESOURCES,9872
42329425260000,BOZEMAN UNIT,803WA,MIDLAND (TX),MIDLAND,OIL,7/30/2019,2019,DIAMONDBACK ENERGY,12961
42329424930000,CUNNINGHAM 37I,9H,MIDLAND (TX),MIDLAND,OIL,9/26/2018,2018,PIONEER NATURAL RESOURCES,9872
42329424690000,COMANCHEROS 19-31 3101,3111AH,MIDLAND (TX),MIDLAND,OIL,6/11/2018,2018,EXXON MOBIL,12917
42329424630000,MARION V. BENGE ESTATE A9,2504BH,MIDLAND (TX),MIDLAND,OIL,8/7/2018,2018,CONOCOPHILLIPS,10386
42329424510000,BRD WRIGLEY UNIT,0213WD,MIDLAND (TX),MIDLAND,OIL,7/26/2018,2018,CHEVRON,10180
42329424330000,MARION V. BENGE ESTATE A6,2503LH,MIDLAND (TX),MIDLAND,OIL,10/8/2018,2018,CONOCOPHILLIPS,10401
42329424240000,MARION V. BENGE ESTATE A4,2502BH,MIDLAND (TX),MIDLAND,OIL,4/6/2018,2018,CONOCOPHILLIPS,10357
42329424170000,SHACKELFORD W31B,2H,MIDLAND (TX),MIDLAND,OIL,11/27/2019,2019,PIONEER NATURAL RESOURCES,10341
42329424130000,SHACKELFORD W31E,5H,MIDLAND (TX),MIDLAND,OIL,11/9/2019,2019,PIONEER NATURAL RESOURCES,10182
42329424100000,FAYTH 38X,8HF,MIDLAND (TX),MIDLAND,OIL,5/5/2018,2018,OVINTIV INC.,9875
42329424090000,FAYTH 38G,7HE,MIDLAND (TX),MIDLAND,OIL,5/6/2018,2018,OVINTIV INC.,9927
42329424070000,FAYTH 38G,6HF,MIDLAND (TX),MIDLAND,OIL,5/7/2018,2018,OVINTIV INC.,10063
42329423990000,MIDKIFF 1N,14H,MIDLAND (TX),MIDLAND,OIL,10/13/2018,2018,PIONEER NATURAL RESOURCES,10022
42329423480000,CRAWFORD-TANK FARM NW7R,18H,MIDLAND (TX),MIDLAND,OIL,11/30/2018,2018,PIONEER NATURAL RESOURCES,12572
42329423450000,LB EPLEY NS 39-46 07,507H,MIDLAND (TX),MIDLAND,OIL,4/10/2018,2018,DIAMONDBACK ENERGY,9872
42329423350000,"SCHARBAUER, C.",0053LS,MIDLAND (TX),MIDLAND,OIL,4/7/2018,2018,CHEVRON,9994
42329423300000,"SCHARBAUER, C.",0043LS,MIDLAND (TX),MIDLAND,OIL,4/10/2018,2018,CHEVRON,10041
42329423270000,"SCHROCK, W.M. 2326",14HS,MIDLAND (TX),MIDLAND,OIL,5/4/2018,2018,APACHE,4908
42329423250000,TEXAS TEN Y PU,3808H,MIDLAND (TX),MIDLAND,OIL,6/19/2018,2018,PIONEER NATURAL RESOURCES,10022
42329423170000,RANCHLAND A UNIT,2813H,MIDLAND (TX),MIDLAND,OIL,6/18/2018,2018,PIONEER NATURAL RESOURCES,9390
42329422220000,"TIPPETT, JUNE 1213 HZ UNIT",20HS,MIDLAND (TX),MIDLAND,OIL,3/30/2018,2018,APACHE,7653
42329422190000,"TIPPETT, JUNE 1213 HZ UNIT",19HA,MIDLAND (TX),MIDLAND,OIL,4/8/2018,2018,APACHE,7714
42329422150000,MASK HZ UNIT,1014H,MIDLAND (TX),MIDLAND,OIL,10/8/2018,2018,CONOCOPHILLIPS,9845
42329421980000,LHS RANCH 27-21 ALLOCATION 2102,2112AH,MIDLAND (TX),MIDLAND,OIL,3/3/2018,2018,EXXON MOBIL,7649
42329421940000,"SCHARBAUER, C. 'A'",0032LS,MIDLAND (TX),MIDLAND,OIL,3/25/2018,2018,CHEVRON,10262
42329421730000,BRD WRIGLEY UNIT,0191WB,MIDLAND (TX),MIDLAND,OIL,2/25/2018,2018,CHEVRON,10260
42329421570000,WARFIELD WEST G,203LS,MIDLAND (TX),MIDLAND,OIL,4/5/2018,2018,DIAMONDBACK ENERGY,10733
42329421530000,BRD WRIGLEY UNIT,0183WB,MIDLAND (TX),MIDLAND,OIL,1/26/2018,2018,CHEVRON,10357
42329421470000,WINDHAM TXL C6,5318LH,MIDLAND (TX),MIDLAND,OIL,5/10/2018,2018,CONOCOPHILLIPS,7609
42329421320000,MCCLINTIC-ODANIEL 60Q,17H,MIDLAND (TX),MIDLAND,OIL,2/2/2018,2018,PIONEER NATURAL RESOURCES,7322
42329421270000,WINDHAM 33X,10HF,MIDLAND (TX),MIDLAND,OIL,2/3/2018,2018,OVINTIV INC.,9253
42329421240000,WINDHAM 33G,7HF,MIDLAND (TX),MIDLAND,OIL,2/14/2018,2018,OVINTIV INC.,9813
42329421070000,BOB MIDKIFF 48-01 0118,0118AH,MIDLAND (TX),MIDLAND,OIL,3/4/2018,2018,EXXON MOBIL,10204
42329421030000,BOB MIDKIFF 48-01 0117,0117AH,MIDLAND (TX),MIDLAND,OIL,5/18/2018,2018,EXXON MOBIL,10299
42329421010000,BOB MIDKIFF 48-01 0116,0106BH,MIDLAND (TX),MIDLAND,OIL,4/10/2018,2018,EXXON MOBIL,10204
42329421000000,BOB MIDKIFF 48-01 0116,0116AH,MIDLAND (TX),MIDLAND,OIL,3/16/2018,2018,EXXON MOBIL,10206
42329420780000,WINDHAM TXL C9,5206BH,MIDLAND (TX),MIDLAND,OIL,4/28/2018,2018,CONOCOPHILLIPS,7682
42329419970000,BLACKFOOT EAST A,705WB,MIDLAND (TX),MIDLAND,OIL,1/31/2018,2018,DIAMONDBACK ENERGY,12601
42329419830000,SOA SCHARBAUER SE,0073LS,MIDLAND (TX),MIDLAND,OIL,2/9/2018,2018,CHEVRON,10264
42329419510000,HOGAN 1-25B,2803H,MIDLAND (TX),MIDLAND,OIL,11/5/2018,2018,PIONEER NATURAL RESOURCES,11447
42329419500000,HOGAN 1-25B,4203H,MIDLAND (TX),MIDLAND,OIL,11/3/2018,2018,PIONEER NATURAL RESOURCES,15778
42329419400000,MIDKIFF 1T,20H,MIDLAND (TX),MIDLAND,OIL,2/22/2018,2018,PIONEER NATURAL RESOURCES,10022
42329419290000,MIDKIFF 1,8H,MIDLAND (TX),MIDLAND,OIL,1/29/2018,2018,PIONEER NATURAL RESOURCES,10022
42329418970000,MIDLAND 'AC/AF' FEE 10,0172LS,MIDLAND (TX),MIDLAND,OIL,10/28/2017,2017,CHEVRON,9791
42329418960000,MIDLAND 'AC/AF' FEE 6,0171LS,MIDLAND (TX),MIDLAND,OIL,10/28/2017,2017,CHEVRON,10336
42329418920000,GBG 41/38 UNIT,0035WB,MIDLAND (TX),MIDLAND,OIL,9/26/2017,2017,CHEVRON,9896
42329418770000,ST,4044WA,MIDLAND (TX),MIDLAND,OIL,9/1/2017,2017,DIAMONDBACK ENERGY,10201
42329418730000,GRIDIRON,N007LS,MIDLAND (TX),MIDLAND,OIL,5/12/2018,2018,DIAMONDBACK ENERGY,9250
42329418720000,WARFIELD EAST D,104LS,MIDLAND (TX),MIDLAND,OIL,12/20/2017,2017,DIAMONDBACK ENERGY,10416
42329418220000,BOMBARDIER C UNIT,403WA,MIDLAND (TX),MIDLAND,OIL,7/24/2017,2017,DIAMONDBACK ENERGY,10367
42329417740000,"HUTT, DONALD L.'C'",3676H,MIDLAND (TX),MIDLAND,OIL,10/2/2017,2017,PIONEER NATURAL RESOURCES,7203
42329417500000,OREL HERSHISER '32-41',4407H,MIDLAND (TX),MIDLAND,OIL,7/26/2017,2017,PIONEER NATURAL RESOURCES,7753
42329417260000,SOA SCHARBAUER SE,0014LS,MIDLAND (TX),MIDLAND,OIL,10/20/2017,2017,CHEVRON,8890
42329416810000,GERMANIA 45,7H,MIDLAND (TX),MIDLAND,OIL,7/9/2017,2017,PIONEER NATURAL RESOURCES,10147
42329416420000,FRANK MIDKIFF 35 ALLOCATION 3816,3806BH,MIDLAND (TX),MIDLAND,OIL,8/19/2017,2017,EXXON MOBIL,6303
42329416380000,FRANK MIDKIFF 35 ALLOCATION 3805,3805BH,MIDLAND (TX),MIDLAND,OIL,10/24/2017,2017,EXXON MOBIL,7508
42329416320000,ST-ST RR N,500LS,MIDLAND (TX),MIDLAND,OIL,4/15/2017,2017,DIAMONDBACK ENERGY,10372
42329415690000,A DAVIDSON 38B,3HE,MIDLAND (TX),MIDLAND,OIL,5/11/2017,2017,OVINTIV INC.,9799
42329414770000,TEXAS TEN 'AA',609H,MIDLAND (TX),MIDLAND,OIL,1/28/2018,2018,PIONEER NATURAL RESOURCES,8378
42329414520000,LYNCH A HZ,19HS,MIDLAND (TX),MIDLAND,OIL,3/2/2017,2017,APACHE,7595
42329413300000,TEXAS TEN Y PU,4014H,MIDLAND (TX),MIDLAND,OIL,12/7/2017,2017,PIONEER NATURAL RESOURCES,10328
42329413030000,BRD CAMDEN 23/12 F,0113WB,MIDLAND (TX),MIDLAND,OIL,1/16/2017,2017,CHEVRON,10282
42329413000000,MILES 25J,10H,MIDLAND (TX),MIDLAND,OIL,6/2/2017,2017,PIONEER NATURAL RESOURCES,9306
42329412900000,BLACKFOOT WEST UNIT,701WA,MIDLAND (TX),MIDLAND,OIL,11/20/2016,2016,DIAMONDBACK ENERGY,9716
